TellingSubsequence,WordContainingIt,ProperJudgementForWord
NONE,pa tE pa,okay
NONE,pa tE pa,okay
NONE,pa tE pa,okay
NONE,pa tE pa,okay
NONE,pi te ke ti,okay
NONE,pi te ke ti,okay
NONE,pi te ke ti,okay
NONE,pi te ke ti,okay
NONE,pi te ke ti,okay
NONE,pi te ke ti,okay
NONE,pi te ke ti,okay
NONE,pi te ke ti,okay
iaI,ti pa kI pa ke,bad
NONE,ti pa kI pa ke,okay
NONE,ti pa kI pa ke,okay
NONE,ti pa kI pa ke,okay
NONE,ti pa kI pa ke,okay
Iae,ti pa kI pa ke,bad
NONE,ti pa kI pa ke,okay
NONE,ti pa kI pa ke,okay
NONE,ta ka,okay
NONE,ta ka,okay
NONE,ta ka,okay
NONE,ta ka,okay
NONE,ta ka,okay
NONE,ta ka,okay
NONE,ta ka,okay
NONE,ta ka,okay
NONE,ki ti ki pa,okay
NONE,ki ti ki pa,okay
NONE,ki ti ki pa,okay
NONE,ki ti ki pa,okay
NONE,ki ti ki pa,okay
NONE,ki ti ki pa,okay
NONE,ki ti ki pa,okay
NONE,ki ti ki pa,okay
NONE,pI tI pE kI,okay
NONE,pI tI pE kI,okay
NONE,pI tI pE kI,okay
NONE,pI tI pE kI,okay
NONE,pI tI pE kI,okay
NONE,pI tI pE kI,okay
NONE,pI tI pE kI,okay
NONE,pI tI pE kI,okay
NONE,pi pa,okay
NONE,pi pa,okay
NONE,pi pa,okay
NONE,pi pa,okay
NONE,pi pa,okay
NONE,pi pa,okay
NONE,pi pa,okay
NONE,pi pa,okay
NONE,ke ti pe pi,okay
NONE,ke ti pe pi,okay
NONE,ke ti pe pi,okay
NONE,ke ti pe pi,okay
NONE,ke ti pe pi,okay
NONE,ke ti pe pi,okay
NONE,ke ti pe pi,okay
NONE,ke ti pe pi,okay
NONE,ta tI tI,okay
NONE,ta tI tI,okay
NONE,ta tI tI,okay
NONE,ta tI tI,okay
NONE,ta tI tI,okay
NONE,ta tI tI,okay
NONE,ta tI tI,okay
NONE,ta tI tI,okay
NONE,kE,okay
NONE,kE,okay
NONE,kE,okay
NONE,kE,okay
NONE,kE,okay
NONE,kE,okay
NONE,kE,okay
NONE,kE,okay
NONE,ke ta,okay
NONE,ke ta,okay
NONE,ke ta,okay
NONE,ke ta,okay
NONE,ke ta,okay
NONE,ke ta,okay
NONE,ke ta,okay
NONE,ke ta,okay
NONE,pI kE tI kE ka,okay
NONE,pI kE tI kE ka,okay
NONE,pI kE tI kE ka,okay
NONE,pI kE tI kE ka,okay
NONE,pI kE tI kE ka,okay
NONE,pI kE tI kE ka,okay
NONE,pI kE tI kE ka,okay
NONE,pI kE tI kE ka,okay
NONE,kE pa,okay
NONE,kE pa,okay
NONE,kE pa,okay
NONE,kE pa,okay
NONE,kE pa,okay
NONE,kE pa,okay
NONE,kE pa,okay
NONE,kE pa,okay
NONE,ti pa,okay
NONE,ti pa,okay
NONE,ti pa,okay
NONE,ti pa,okay
NONE,ti pa,okay
NONE,ti pa,okay
NONE,ti pa,okay
NONE,ti pa,okay
NONE,kE pE tI ta,okay
NONE,kE pE tI ta,okay
NONE,kE pE tI ta,okay
NONE,kE pE tI ta,okay
NONE,kE pE tI ta,okay
NONE,kE pE tI ta,okay
NONE,kE pE tI ta,okay
NONE,kE pE tI ta,okay
NONE,ti ta tE pE,okay
iaE,ti ta tE pE,bad
NONE,ti ta tE pE,okay
NONE,ti ta tE pE,okay
NONE,ti ta tE pE,okay
NONE,ti ta tE pE,okay
NONE,ti ta tE pE,okay
NONE,ti ta tE pE,okay
NONE,ta ka ti,okay
NONE,ta ka ti,okay
NONE,ta ka ti,okay
NONE,ta ka ti,okay
NONE,ta ka ti,okay
NONE,ta ka ti,okay
NONE,ta ka ti,okay
NONE,ta ka ti,okay
NONE,kE kE tE,okay
NONE,kE kE tE,okay
NONE,kE kE tE,okay
NONE,kE kE tE,okay
NONE,kE kE tE,okay
NONE,kE kE tE,okay
NONE,kE kE tE,okay
NONE,kE kE tE,okay
NONE,pi ka,okay
NONE,pi ka,okay
NONE,pi ka,okay
NONE,pi ka,okay
NONE,pi ka,okay
NONE,pi ka,okay
NONE,pi ka,okay
NONE,pi ka,okay
NONE,ki pi pa,okay
NONE,ki pi pa,okay
NONE,ki pi pa,okay
NONE,ki pi pa,okay
NONE,ki pi pa,okay
NONE,ki pi pa,okay
NONE,ki pi pa,okay
NONE,ki pi pa,okay
NONE,pe ki pi,okay
NONE,pe ki pi,okay
NONE,pe ki pi,okay
NONE,pe ki pi,okay
NONE,pe ki pi,okay
NONE,pe ki pi,okay
NONE,pe ki pi,okay
NONE,pe ki pi,okay
NONE,ke pa pe,okay
NONE,ke pa pe,okay
NONE,ke pa pe,okay
NONE,ke pa pe,okay
NONE,ke pa pe,okay
NONE,ke pa pe,okay
NONE,ke pa pe,okay
NONE,ke pa pe,okay
NONE,ti ki,okay
NONE,ti ki,okay
NONE,ti ki,okay
NONE,ti ki,okay
NONE,ti ki,okay
NONE,ti ki,okay
NONE,ti ki,okay
NONE,ti ki,okay
NONE,tE pa ka pe,okay
NONE,tE pa ka pe,okay
NONE,tE pa ka pe,okay
NONE,tE pa ka pe,okay
NONE,tE pa ka pe,okay
NONE,tE pa ka pe,okay
NONE,tE pa ka pe,okay
NONE,tE pa ka pe,okay
NONE,tE tI,okay
NONE,tE tI,okay
NONE,tE tI,okay
NONE,tE tI,okay
NONE,tE tI,okay
NONE,tE tI,okay
NONE,tE tI,okay
NONE,tE tI,okay
NONE,pI pE kE,okay
NONE,pI pE kE,okay
NONE,pI pE kE,okay
NONE,pI pE kE,okay
NONE,pI pE kE,okay
NONE,pI pE kE,okay
NONE,pI pE kE,okay
NONE,pI pE kE,okay
NONE,ti pe,okay
NONE,ti pe,okay
NONE,ti pe,okay
NONE,ti pe,okay
NONE,ti pe,okay
NONE,ti pe,okay
NONE,ti pe,okay
NONE,ti pe,okay
NONE,ke pa pI,okay
NONE,ke pa pI,okay
eaI,ke pa pI,bad
NONE,ke pa pI,okay
NONE,ke pa pI,okay
NONE,ke pa pI,okay
NONE,ke pa pI,okay
NONE,ke pa pI,okay
NONE,ta ti,okay
NONE,ta ti,okay
NONE,ta ti,okay
NONE,ta ti,okay
NONE,ta ti,okay
NONE,ta ti,okay
NONE,ta ti,okay
NONE,ta ti,okay
NONE,pa ta ti,okay
NONE,pa ta ti,okay
NONE,pa ta ti,okay
NONE,pa ta ti,okay
NONE,pa ta ti,okay
NONE,pa ta ti,okay
NONE,pa ta ti,okay
NONE,pa ta ti,okay
NONE,te ti te ka,okay
NONE,te ti te ka,okay
NONE,te ti te ka,okay
NONE,te ti te ka,okay
NONE,te ti te ka,okay
NONE,te ti te ka,okay
NONE,te ti te ka,okay
NONE,te ti te ka,okay
NONE,ti ki te,okay
NONE,ti ki te,okay
NONE,ti ki te,okay
NONE,ti ki te,okay
NONE,ti ki te,okay
NONE,ti ki te,okay
NONE,ti ki te,okay
NONE,ti ki te,okay
NONE,pe ki,okay
NONE,pe ki,okay
NONE,pe ki,okay
NONE,pe ki,okay
NONE,pe ki,okay
NONE,pe ki,okay
NONE,pe ki,okay
NONE,pe ki,okay
NONE,ti ki ta ti ke,okay
NONE,ti ki ta ti ke,okay
NONE,ti ki ta ti ke,okay
NONE,ti ki ta ti ke,okay
NONE,ti ki ta ti ke,okay
NONE,ti ki ta ti ke,okay
NONE,ti ki ta ti ke,okay
NONE,ti ki ta ti ke,okay
NONE,pe pa pI kI,okay
NONE,pe pa pI kI,okay
eaI,pe pa pI kI,bad
NONE,pe pa pI kI,okay
NONE,pe pa pI kI,okay
NONE,pe pa pI kI,okay
NONE,pe pa pI kI,okay
NONE,pe pa pI kI,okay
NONE,pe pi,okay
NONE,pe pi,okay
NONE,pe pi,okay
NONE,pe pi,okay
NONE,pe pi,okay
NONE,pe pi,okay
NONE,pe pi,okay
NONE,pe pi,okay
NONE,pe te pe pa,okay
NONE,pe te pe pa,okay
NONE,pe te pe pa,okay
NONE,pe te pe pa,okay
NONE,pe te pe pa,okay
NONE,pe te pe pa,okay
NONE,pe te pe pa,okay
NONE,pe te pe pa,okay
NONE,te te ki,okay
NONE,te te ki,okay
NONE,te te ki,okay
NONE,te te ki,okay
NONE,te te ki,okay
NONE,te te ki,okay
NONE,te te ki,okay
NONE,te te ki,okay
NONE,ke ke pa,okay
NONE,ke ke pa,okay
NONE,ke ke pa,okay
NONE,ke ke pa,okay
NONE,ke ke pa,okay
NONE,ke ke pa,okay
NONE,ke ke pa,okay
NONE,ke ke pa,okay
NONE,ki ta pi ta kE,okay
iaE,ki ta pi ta kE,bad
NONE,ki ta pi ta kE,okay
NONE,ki ta pi ta kE,okay
NONE,ki ta pi ta kE,okay
NONE,ki ta pi ta kE,okay
NONE,ki ta pi ta kE,okay
NONE,ki ta pi ta kE,okay
NONE,ke pe,okay
NONE,ke pe,okay
NONE,ke pe,okay
NONE,ke pe,okay
NONE,ke pe,okay
NONE,ke pe,okay
NONE,ke pe,okay
NONE,ke pe,okay
NONE,pa kI pa,okay
NONE,pa kI pa,okay
NONE,pa kI pa,okay
NONE,pa kI pa,okay
NONE,pa kI pa,okay
NONE,pa kI pa,okay
NONE,pa kI pa,okay
NONE,pa kI pa,okay
NONE,pI pa,okay
NONE,pI pa,okay
NONE,pI pa,okay
NONE,pI pa,okay
NONE,pI pa,okay
NONE,pI pa,okay
NONE,pI pa,okay
NONE,pI pa,okay
NONE,kE pa kI pE,okay
NONE,kE pa kI pE,okay
NONE,kE pa kI pE,okay
NONE,kE pa kI pE,okay
NONE,kE pa kI pE,okay
NONE,kE pa kI pE,okay
NONE,kE pa kI pE,okay
NONE,kE pa kI pE,okay
NONE,ka kI,okay
NONE,ka kI,okay
NONE,ka kI,okay
NONE,ka kI,okay
NONE,ka kI,okay
NONE,ka kI,okay
NONE,ka kI,okay
NONE,ka kI,okay
NONE,pI kE ta,okay
NONE,pI kE ta,okay
NONE,pI kE ta,okay
NONE,pI kE ta,okay
NONE,pI kE ta,okay
NONE,pI kE ta,okay
NONE,pI kE ta,okay
NONE,pI kE ta,okay
NONE,kE ka ti,okay
NONE,kE ka ti,okay
NONE,kE ka ti,okay
NONE,kE ka ti,okay
NONE,kE ka ti,okay
NONE,kE ka ti,okay
Eai,kE ka ti,bad
NONE,kE ka ti,okay
NONE,pE pE,okay
NONE,pE pE,okay
NONE,pE pE,okay
NONE,pE pE,okay
NONE,pE pE,okay
NONE,pE pE,okay
NONE,pE pE,okay
NONE,pE pE,okay
NONE,ki ka ka ke,okay
NONE,ki ka ka ke,okay
NONE,ki ka ka ke,okay
NONE,ki ka ka ke,okay
NONE,ki ka ka ke,okay
NONE,ki ka ka ke,okay
NONE,ki ka ka ke,okay
NONE,ki ka ka ke,okay
NONE,ta kI tE,okay
NONE,ta kI tE,okay
NONE,ta kI tE,okay
NONE,ta kI tE,okay
NONE,ta kI tE,okay
NONE,ta kI tE,okay
NONE,ta kI tE,okay
NONE,ta kI tE,okay
NONE,kI ta ti,okay
NONE,kI ta ti,okay
NONE,kI ta ti,okay
NONE,kI ta ti,okay
Iai,kI ta ti,bad
NONE,kI ta ti,okay
NONE,kI ta ti,okay
NONE,kI ta ti,okay
NONE,ka tE pE pI,okay
NONE,ka tE pE pI,okay
NONE,ka tE pE pI,okay
NONE,ka tE pE pI,okay
NONE,ka tE pE pI,okay
NONE,ka tE pE pI,okay
NONE,ka tE pE pI,okay
NONE,ka tE pE pI,okay
iaI,pe pi pa kI,bad
NONE,pe pi pa kI,okay
NONE,pe pi pa kI,okay
NONE,pe pi pa kI,okay
NONE,pe pi pa kI,okay
NONE,pe pi pa kI,okay
NONE,pe pi pa kI,okay
NONE,pe pi pa kI,okay
NONE,pa ti te ta,okay
NONE,pa ti te ta,okay
NONE,pa ti te ta,okay
NONE,pa ti te ta,okay
NONE,pa ti te ta,okay
NONE,pa ti te ta,okay
NONE,pa ti te ta,okay
NONE,pa ti te ta,okay
NONE,tE kE tI,okay
NONE,tE kE tI,okay
NONE,tE kE tI,okay
NONE,tE kE tI,okay
NONE,tE kE tI,okay
NONE,tE kE tI,okay
NONE,tE kE tI,okay
NONE,tE kE tI,okay
NONE,ka pi ta ti,okay
NONE,ka pi ta ti,okay
NONE,ka pi ta ti,okay
NONE,ka pi ta ti,okay
NONE,ka pi ta ti,okay
NONE,ka pi ta ti,okay
NONE,ka pi ta ti,okay
NONE,ka pi ta ti,okay
NONE,pE pa tE pI,okay
NONE,pE pa tE pI,okay
NONE,pE pa tE pI,okay
NONE,pE pa tE pI,okay
NONE,pE pa tE pI,okay
NONE,pE pa tE pI,okay
NONE,pE pa tE pI,okay
NONE,pE pa tE pI,okay
NONE,ta ka pE,okay
NONE,ta ka pE,okay
NONE,ta ka pE,okay
NONE,ta ka pE,okay
NONE,ta ka pE,okay
NONE,ta ka pE,okay
NONE,ta ka pE,okay
NONE,ta ka pE,okay
NONE,kE kI,okay
NONE,kE kI,okay
NONE,kE kI,okay
NONE,kE kI,okay
NONE,kE kI,okay
NONE,kE kI,okay
NONE,kE kI,okay
NONE,kE kI,okay
NONE,tI tI,okay
NONE,tI tI,okay
NONE,tI tI,okay
NONE,tI tI,okay
NONE,tI tI,okay
NONE,tI tI,okay
NONE,tI tI,okay
NONE,tI tI,okay
NONE,tE kI kI,okay
NONE,tE kI kI,okay
NONE,tE kI kI,okay
NONE,tE kI kI,okay
NONE,tE kI kI,okay
NONE,tE kI kI,okay
NONE,tE kI kI,okay
NONE,tE kI kI,okay
NONE,kI pa ka,okay
NONE,kI pa ka,okay
NONE,kI pa ka,okay
NONE,kI pa ka,okay
NONE,kI pa ka,okay
NONE,kI pa ka,okay
NONE,kI pa ka,okay
NONE,kI pa ka,okay
NONE,pE pI,okay
NONE,pE pI,okay
NONE,pE pI,okay
NONE,pE pI,okay
NONE,pE pI,okay
NONE,pE pI,okay
NONE,pE pI,okay
NONE,pE pI,okay
NONE,tE ta pE,okay
NONE,tE ta pE,okay
NONE,tE ta pE,okay
NONE,tE ta pE,okay
NONE,tE ta pE,okay
NONE,tE ta pE,okay
NONE,tE ta pE,okay
NONE,tE ta pE,okay
NONE,ke pe ke,okay
NONE,ke pe ke,okay
NONE,ke pe ke,okay
NONE,ke pe ke,okay
NONE,ke pe ke,okay
NONE,ke pe ke,okay
NONE,ke pe ke,okay
NONE,ke pe ke,okay
NONE,te pa pe,okay
NONE,te pa pe,okay
NONE,te pa pe,okay
NONE,te pa pe,okay
NONE,te pa pe,okay
NONE,te pa pe,okay
NONE,te pa pe,okay
NONE,te pa pe,okay
NONE,ke pi,okay
NONE,ke pi,okay
NONE,ke pi,okay
NONE,ke pi,okay
NONE,ke pi,okay
NONE,ke pi,okay
NONE,ke pi,okay
NONE,ke pi,okay
NONE,tE tE,okay
NONE,tE tE,okay
NONE,tE tE,okay
NONE,tE tE,okay
NONE,tE tE,okay
NONE,tE tE,okay
NONE,tE tE,okay
NONE,tE tE,okay
iaI,ke ke ki ta kI tI,bad
NONE,ke ke ki ta kI tI,okay
NONE,ke ke ki ta kI tI,okay
NONE,ke ke ki ta kI tI,okay
NONE,ke ke ki ta kI tI,okay
NONE,ke ke ki ta kI tI,okay
NONE,ke ke ki ta kI tI,okay
NONE,ke ke ki ta kI tI,okay
NONE,pe ka pE,okay
NONE,pe ka pE,okay
NONE,pe ka pE,okay
eaE,pe ka pE,bad
NONE,pe ka pE,okay
NONE,pe ka pE,okay
NONE,pe ka pE,okay
NONE,pe ka pE,okay
NONE,pE kE,okay
NONE,pE kE,okay
NONE,pE kE,okay
NONE,pE kE,okay
NONE,pE kE,okay
NONE,pE kE,okay
NONE,pE kE,okay
NONE,pE kE,okay
iaI,pi ki ta kI,bad
NONE,pi ki ta kI,okay
NONE,pi ki ta kI,okay
NONE,pi ki ta kI,okay
NONE,pi ki ta kI,okay
NONE,pi ki ta kI,okay
NONE,pi ki ta kI,okay
NONE,pi ki ta kI,okay
NONE,tE ka kI tE pI ta,okay
NONE,tE ka kI tE pI ta,okay
NONE,tE ka kI tE pI ta,okay
NONE,tE ka kI tE pI ta,okay
NONE,tE ka kI tE pI ta,okay
NONE,tE ka kI tE pI ta,okay
NONE,tE ka kI tE pI ta,okay
NONE,tE ka kI tE pI ta,okay
NONE,ti ke,okay
NONE,ti ke,okay
NONE,ti ke,okay
NONE,ti ke,okay
NONE,ti ke,okay
NONE,ti ke,okay
NONE,ti ke,okay
NONE,ti ke,okay
NONE,te pe te ke ka,okay
NONE,te pe te ke ka,okay
NONE,te pe te ke ka,okay
NONE,te pe te ke ka,okay
NONE,te pe te ke ka,okay
NONE,te pe te ke ka,okay
NONE,te pe te ke ka,okay
NONE,te pe te ke ka,okay
NONE,pe ti te ti ke,okay
NONE,pe ti te ti ke,okay
NONE,pe ti te ti ke,okay
NONE,pe ti te ti ke,okay
NONE,pe ti te ti ke,okay
NONE,pe ti te ti ke,okay
NONE,pe ti te ti ke,okay
NONE,pe ti te ti ke,okay
NONE,kI kI,okay
NONE,kI kI,okay
NONE,kI kI,okay
NONE,kI kI,okay
NONE,kI kI,okay
NONE,kI kI,okay
NONE,kI kI,okay
NONE,kI kI,okay
NONE,tI ka pa ta pi,okay
NONE,tI ka pa ta pi,okay
NONE,tI ka pa ta pi,okay
NONE,tI ka pa ta pi,okay
NONE,tI ka pa ta pi,okay
NONE,tI ka pa ta pi,okay
NONE,tI ka pa ta pi,okay
NONE,tI ka pa ta pi,okay
NONE,ka tI pE,okay
NONE,ka tI pE,okay
NONE,ka tI pE,okay
NONE,ka tI pE,okay
NONE,ka tI pE,okay
NONE,ka tI pE,okay
NONE,ka tI pE,okay
NONE,ka tI pE,okay
NONE,ta pe,okay
NONE,ta pe,okay
NONE,ta pe,okay
NONE,ta pe,okay
NONE,ta pe,okay
NONE,ta pe,okay
NONE,ta pe,okay
NONE,ta pe,okay
NONE,pI tE kI pI,okay
NONE,pI tE kI pI,okay
NONE,pI tE kI pI,okay
NONE,pI tE kI pI,okay
NONE,pI tE kI pI,okay
NONE,pI tE kI pI,okay
NONE,pI tE kI pI,okay
NONE,pI tE kI pI,okay
NONE,ki ta kE,okay
iaE,ki ta kE,bad
NONE,ki ta kE,okay
NONE,ki ta kE,okay
NONE,ki ta kE,okay
NONE,ki ta kE,okay
NONE,ki ta kE,okay
NONE,ki ta kE,okay
NONE,pE tE ka,okay
NONE,pE tE ka,okay
NONE,pE tE ka,okay
NONE,pE tE ka,okay
NONE,pE tE ka,okay
NONE,pE tE ka,okay
NONE,pE tE ka,okay
NONE,pE tE ka,okay
NONE,kI kI pI,okay
NONE,kI kI pI,okay
NONE,kI kI pI,okay
NONE,kI kI pI,okay
NONE,kI kI pI,okay
NONE,kI kI pI,okay
NONE,kI kI pI,okay
NONE,kI kI pI,okay
NONE,pe ta kI,okay
NONE,pe ta kI,okay
eaI,pe ta kI,bad
NONE,pe ta kI,okay
NONE,pe ta kI,okay
NONE,pe ta kI,okay
NONE,pe ta kI,okay
NONE,pe ta kI,okay
NONE,ki ta,okay
NONE,ki ta,okay
NONE,ki ta,okay
NONE,ki ta,okay
NONE,ki ta,okay
NONE,ki ta,okay
NONE,ki ta,okay
NONE,ki ta,okay
NONE,ka ke ti ki,okay
NONE,ka ke ti ki,okay
NONE,ka ke ti ki,okay
NONE,ka ke ti ki,okay
NONE,ka ke ti ki,okay
NONE,ka ke ti ki,okay
NONE,ka ke ti ki,okay
NONE,ka ke ti ki,okay
NONE,pE pI kI,okay
NONE,pE pI kI,okay
NONE,pE pI kI,okay
NONE,pE pI kI,okay
NONE,pE pI kI,okay
NONE,pE pI kI,okay
NONE,pE pI kI,okay
NONE,pE pI kI,okay
NONE,pe te ka,okay
NONE,pe te ka,okay
NONE,pe te ka,okay
NONE,pe te ka,okay
NONE,pe te ka,okay
NONE,pe te ka,okay
NONE,pe te ka,okay
NONE,pe te ka,okay
NONE,ta pe te ta,okay
NONE,ta pe te ta,okay
NONE,ta pe te ta,okay
NONE,ta pe te ta,okay
NONE,ta pe te ta,okay
NONE,ta pe te ta,okay
NONE,ta pe te ta,okay
NONE,ta pe te ta,okay
NONE,pe te,okay
NONE,pe te,okay
NONE,pe te,okay
NONE,pe te,okay
NONE,pe te,okay
NONE,pe te,okay
NONE,pe te,okay
NONE,pe te,okay
NONE,pi ki,okay
NONE,pi ki,okay
NONE,pi ki,okay
NONE,pi ki,okay
NONE,pi ki,okay
NONE,pi ki,okay
NONE,pi ki,okay
NONE,pi ki,okay
NONE,ta pE ka ta,okay
NONE,ta pE ka ta,okay
NONE,ta pE ka ta,okay
NONE,ta pE ka ta,okay
NONE,ta pE ka ta,okay
NONE,ta pE ka ta,okay
NONE,ta pE ka ta,okay
NONE,ta pE ka ta,okay
NONE,tI kE,okay
NONE,tI kE,okay
NONE,tI kE,okay
NONE,tI kE,okay
NONE,tI kE,okay
NONE,tI kE,okay
NONE,tI kE,okay
NONE,tI kE,okay
NONE,pa te te pi ka,okay
NONE,pa te te pi ka,okay
NONE,pa te te pi ka,okay
NONE,pa te te pi ka,okay
NONE,pa te te pi ka,okay
NONE,pa te te pi ka,okay
NONE,pa te te pi ka,okay
NONE,pa te te pi ka,okay
NONE,pE ta ka,okay
NONE,pE ta ka,okay
NONE,pE ta ka,okay
NONE,pE ta ka,okay
NONE,pE ta ka,okay
NONE,pE ta ka,okay
NONE,pE ta ka,okay
NONE,pE ta ka,okay
NONE,kE kE pa kI,okay
NONE,kE kE pa kI,okay
NONE,kE kE pa kI,okay
NONE,kE kE pa kI,okay
NONE,kE kE pa kI,okay
NONE,kE kE pa kI,okay
NONE,kE kE pa kI,okay
NONE,kE kE pa kI,okay
NONE,ka ke te,okay
NONE,ka ke te,okay
NONE,ka ke te,okay
NONE,ka ke te,okay
NONE,ka ke te,okay
NONE,ka ke te,okay
NONE,ka ke te,okay
NONE,ka ke te,okay
NONE,tE pa pE,okay
NONE,tE pa pE,okay
NONE,tE pa pE,okay
NONE,tE pa pE,okay
NONE,tE pa pE,okay
NONE,tE pa pE,okay
NONE,tE pa pE,okay
NONE,tE pa pE,okay
NONE,pI pI ka,okay
NONE,pI pI ka,okay
NONE,pI pI ka,okay
NONE,pI pI ka,okay
NONE,pI pI ka,okay
NONE,pI pI ka,okay
NONE,pI pI ka,okay
NONE,pI pI ka,okay
NONE,pa kE,okay
NONE,pa kE,okay
NONE,pa kE,okay
NONE,pa kE,okay
NONE,pa kE,okay
NONE,pa kE,okay
NONE,pa kE,okay
NONE,pa kE,okay
NONE,ke ta kE pI,okay
NONE,ke ta kE pI,okay
NONE,ke ta kE pI,okay
eaE,ke ta kE pI,bad
NONE,ke ta kE pI,okay
NONE,ke ta kE pI,okay
NONE,ke ta kE pI,okay
NONE,ke ta kE pI,okay
NONE,ka pi pi,okay
NONE,ka pi pi,okay
NONE,ka pi pi,okay
NONE,ka pi pi,okay
NONE,ka pi pi,okay
NONE,ka pi pi,okay
NONE,ka pi pi,okay
NONE,ka pi pi,okay
NONE,ka pI,okay
NONE,ka pI,okay
NONE,ka pI,okay
NONE,ka pI,okay
NONE,ka pI,okay
NONE,ka pI,okay
NONE,ka pI,okay
NONE,ka pI,okay
NONE,pe ti ka,okay
NONE,pe ti ka,okay
NONE,pe ti ka,okay
NONE,pe ti ka,okay
NONE,pe ti ka,okay
NONE,pe ti ka,okay
NONE,pe ti ka,okay
NONE,pe ti ka,okay
NONE,pe pe ke,okay
NONE,pe pe ke,okay
NONE,pe pe ke,okay
NONE,pe pe ke,okay
NONE,pe pe ke,okay
NONE,pe pe ke,okay
NONE,pe pe ke,okay
NONE,pe pe ke,okay
NONE,tI ka ka pE tI pa ti ki,okay
NONE,tI ka ka pE tI pa ti ki,okay
NONE,tI ka ka pE tI pa ti ki,okay
NONE,tI ka ka pE tI pa ti ki,okay
Iai,tI ka ka pE tI pa ti ki,bad
NONE,tI ka ka pE tI pa ti ki,okay
NONE,tI ka ka pE tI pa ti ki,okay
NONE,tI ka ka pE tI pa ti ki,okay
NONE,te te pa ke ki,okay
NONE,te te pa ke ki,okay
NONE,te te pa ke ki,okay
NONE,te te pa ke ki,okay
NONE,te te pa ke ki,okay
NONE,te te pa ke ki,okay
NONE,te te pa ke ki,okay
NONE,te te pa ke ki,okay
NONE,tE ta,okay
NONE,tE ta,okay
NONE,tE ta,okay
NONE,tE ta,okay
NONE,tE ta,okay
NONE,tE ta,okay
NONE,tE ta,okay
NONE,tE ta,okay
NONE,pE pE kI,okay
NONE,pE pE kI,okay
NONE,pE pE kI,okay
NONE,pE pE kI,okay
NONE,pE pE kI,okay
NONE,pE pE kI,okay
NONE,pE pE kI,okay
NONE,pE pE kI,okay
NONE,pE tE kI,okay
NONE,pE tE kI,okay
NONE,pE tE kI,okay
NONE,pE tE kI,okay
NONE,pE tE kI,okay
NONE,pE tE kI,okay
NONE,pE tE kI,okay
NONE,pE tE kI,okay
NONE,ti pa pe pe,okay
NONE,ti pa pe pe,okay
NONE,ti pa pe pe,okay
NONE,ti pa pe pe,okay
NONE,ti pa pe pe,okay
NONE,ti pa pe pe,okay
NONE,ti pa pe pe,okay
NONE,ti pa pe pe,okay
NONE,ki pe,okay
NONE,ki pe,okay
NONE,ki pe,okay
NONE,ki pe,okay
NONE,ki pe,okay
NONE,ki pe,okay
NONE,ki pe,okay
NONE,ki pe,okay
NONE,te ki te,okay
NONE,te ki te,okay
NONE,te ki te,okay
NONE,te ki te,okay
NONE,te ki te,okay
NONE,te ki te,okay
NONE,te ki te,okay
NONE,te ki te,okay
NONE,kI ta,okay
NONE,kI ta,okay
NONE,kI ta,okay
NONE,kI ta,okay
NONE,kI ta,okay
NONE,kI ta,okay
NONE,kI ta,okay
NONE,kI ta,okay
NONE,ke pe te,okay
NONE,ke pe te,okay
NONE,ke pe te,okay
NONE,ke pe te,okay
NONE,ke pe te,okay
NONE,ke pe te,okay
NONE,ke pe te,okay
NONE,ke pe te,okay
NONE,pe ka,okay
NONE,pe ka,okay
NONE,pe ka,okay
NONE,pe ka,okay
NONE,pe ka,okay
NONE,pe ka,okay
NONE,pe ka,okay
NONE,pe ka,okay
NONE,te ti ka,okay
NONE,te ti ka,okay
NONE,te ti ka,okay
NONE,te ti ka,okay
NONE,te ti ka,okay
NONE,te ti ka,okay
NONE,te ti ka,okay
NONE,te ti ka,okay
NONE,pa pE pE,okay
NONE,pa pE pE,okay
NONE,pa pE pE,okay
NONE,pa pE pE,okay
NONE,pa pE pE,okay
NONE,pa pE pE,okay
NONE,pa pE pE,okay
NONE,pa pE pE,okay
NONE,pE pI pI,okay
NONE,pE pI pI,okay
NONE,pE pI pI,okay
NONE,pE pI pI,okay
NONE,pE pI pI,okay
NONE,pE pI pI,okay
NONE,pE pI pI,okay
NONE,pE pI pI,okay
NONE,pE ta,okay
NONE,pE ta,okay
NONE,pE ta,okay
NONE,pE ta,okay
NONE,pE ta,okay
NONE,pE ta,okay
NONE,pE ta,okay
NONE,pE ta,okay
NONE,kE kE ta ta,okay
NONE,kE kE ta ta,okay
NONE,kE kE ta ta,okay
NONE,kE kE ta ta,okay
NONE,kE kE ta ta,okay
NONE,kE kE ta ta,okay
NONE,kE kE ta ta,okay
NONE,kE kE ta ta,okay
NONE,tI kE kI,okay
NONE,tI kE kI,okay
NONE,tI kE kI,okay
NONE,tI kE kI,okay
NONE,tI kE kI,okay
NONE,tI kE kI,okay
NONE,tI kE kI,okay
NONE,tI kE kI,okay
NONE,ti ti te,okay
NONE,ti ti te,okay
NONE,ti ti te,okay
NONE,ti ti te,okay
NONE,ti ti te,okay
NONE,ti ti te,okay
NONE,ti ti te,okay
NONE,ti ti te,okay
NONE,pe pi pi,okay
NONE,pe pi pi,okay
NONE,pe pi pi,okay
NONE,pe pi pi,okay
