NumFeatures,Word,LenWord
3488,AH P R IY SH IY EY T IH V,10
2094,AE P R IH HH EH N D,8
2990,AE P R IH HH EH N SH AH N,10
2918,AE P R IH HH EH N S IH V,10
2918,AE P R IY HH EH N S IH V,10
2432,AH P R EH N T AH S,8
2432,AH P R EH N T IH S,8
888,AH P R AY Z,5
672,AE P R OW,4
1164,AH P R OW CH,5
2654,AE P R AH B EY SH AH N,9
2556,AH P R OW P R IY AH T,9
2556,AH P R OW P R IY EY T,9
3508,AH P R OW P R IY EY SH AH N,11
1808,AH P R UW V AH L,7
1038,AH P R UW V,5
2704,AH P R AA K S AH M AH T,10
2704,AH P R AA K S AH M EY T,10
3656,AH P R AA K S AH M EY SH AH N,12
1744,EY P R AH K AA T,7
1016,EY P R AH L,5
1016,EY P R AH N,5
1356,AE P R AH P OW,6
426,AE P T,3
2498,AE P T AH T UW D,7
2144,AA K W AH M ER IY N,8
2184,AH K W EH R IY AH M,8
2400,AH K W EH R IY AH S,8
2112,AH K W AA T IH K,7
1950,AH K W AE T IH K,7
2448,AE K W AH D AH K T,8
1744,EY K W IY AH S,6
714,AE R AH B,4
768,EH R AH B,4
1280,ER EY B IY AH,5
1720,ER EY B IY AH N,6
1386,AE R AH B IH K,6
1440,EH R AH B IH K,6
1496,EH R AH B AH L,6
1534,ER AE K N AH D,6
1534,ER AE K N IH D,6
1584,AA R B IH T ER,6
2496,AA R B AH T R EH R IY,9
2496,AA R B IH T R EH R IY,9
2224,AA R B AH T R EY T,8
3176,AA R B IH T R EY SH AH N,10
2736,AA R B IH T R EY T ER,9
2304,AA R B AO R IY AH L,8
2392,AA R B ER IY T AH M,8
672,AA R B ER,4
372,AA R K,3
1072,AA R K EY D,5
2096,AA R K EY D IY AH,7
2536,AA R K EY D IY AH N,8
1016,AA R K EY N,5
480,AA R CH,3
4024,AA R K IY AH L AA JH IH K AH L,12
3952,AA R K IY AA L AH JH IH S T,11
2928,AA R K IY AA L AH JH IY,9
1440,AA R K EY IH K,6
880,AA R CH ER,4
1392,AA R CH ER IY,5
1716,AA R K IH T AY P,7
2336,AA R K AH T EH K T,8
3688,AA R K AH T EH K CH ER AH L,11
2736,AA R K AH T EH K CH ER,9
2256,AA R K AH V IH S T,8
2016,AA R K AY V IH S T,8
1440,AA R K T IH K,6
1248,AA R T IH K,5
1768,AA R D AH N T,6
2080,AA R JH UW AH S,6
96,AA R,2
880,EH R IY AH,4
1016,ER IY N AH,4
1768,AA R JH IH N T,6
3112,AA R JH AH N T IY N AH,9
2664,AA R JH AH N T IY N,8
4008,AA R JH AH N T IH N IY AH N,11
1016,AA R G AA N,5
2040,AA R G AH N AO T,7
1072,AA R G AH T,5
930,AA R G Y UW,5
2184,AA R G Y AH M AH N T,9
4104,AA R G Y AH M EH N T EY SH AH N,13
4032,AA R G Y AH M EH N T AH T IH V,13
1072,AA R G AH S,5
880,AA R IY AH,4
826,AE R AH D,4
880,EH R AH D,4
480,ER AY Z,3
3760,EH R AH S T AA K R AH S IY,11
2916,ER IH S T AH K R AE T,9
3740,ER IH S T AH K R AE T IH K,11
2720,EH R IH TH M EH T IH K,9
2480,ER IH TH M AH T IH K,8
372,AA R K,3
318,AA R M,3
1424,AA R M AA D AH,6
2375,AA R M AH D IH L OW,8
1832,AA R M AH M AH N T,8
2448,AA R M AH S T AH S,8
568,AA R M ER,4
568,AA R M IY,4
832,ER OW M AH,4
2112,EH R AH M AE T IH K,8
776,ER AW N D,4
426,ER AW N,3
480,ER AW Z,3
568,ER EY N,3
1016,ER EY N JH,4
1218,AE R AH N T,5
128,ER EY,2
1152,ER EH S T,4
1016,ER AY V AH L,5
372,ER AY V,3
1944,EH R AH G AH N S,7
1944,EH R AH G AH N T,7
1624,AE R OW G EY T,6
474,AE R OW,3
534,EH R OW,3
2160,AA R S AH N AH L,7
2096,AA R S AH N IH K,7
1320,AA R S AH N,5
2736,AA R S AH N AH S T,8
2736,AA R S AH N IH S T,8
480,AA R T,3
2472,AA R T IH R IY AH L,8
1392,AA R T ER IY,5
2432,AA R TH R IH T IH K,8
2256,AA R TH R AY T AH S,8
2256,AA R TH R AY T IH S,8
880,AA R TH ER,4
2390,AA R T AH CH OW K,7
2390,AA R T IH CH OW K,7
1976,AA R T AH K AH L,7
1976,AA R T IH K AH L,7
3072,AA R T IH K Y AH L EY T,10
3072,AA R T IH K Y AH L AH T,10
4096,AA R T IH K Y AH L EY T AH D,12
4024,AA R T IH K Y AH L EY SH AH N,12
2172,AA R T AH F AE K T,8
2032,AA R T AH F IH S,7
2984,AA R T AH F IH SH AH L,9
2224,AA R T IH L ER IY,7
2344,AA R T AH Z AH N,7
1904,AA R T AH S T,6
1904,AA R T IH S T,6
2784,AA R T IH S T IH K,8
2656,AA R T IH S T R IY,8
880,AA R T IY,4
712,EH R AH M,4
1320,AA R IY AH N,5
2760,AE S B EH S T AH S,8
1528,AH S EH N D,5
3328,AH S EH N D AH N S IY,9
2872,AH S EH N D AH N T,8
2424,AH S EH N SH AH N,7
1528,AH S EH N T,5
2032,AE S ER T EY N,6
2032,AH S EH T IH K,6
112,AE SH,2
1008,AE SH AH N,4
1126,AH SH AO R,4
640,EY ZH AH,3
1080,EY ZH AH N,4
2352,EY ZH IY AE T IH K,7
880,AH S AY D,4
1624,AE S AH N AY N,6
1526,AH S K AE N S,6
1114,AH S K Y UW,5
1344,AH S L IY P,5
2624,AH S P EH R AH G AH S,9
1496,AE S P EH K T,6
1168,AE S P AH N,5
2464,AH S P EH R IH T IY,8
2232,AH S P ER ZH AH N,7
1762,AE S F AO L T,6
2920,AE S F IH K S IY EY T,9
2112,AE S P ER AH N T,7
2080,AH S P AY R AH N T,8
1736,AE S P ER EY T,6
2688,AE S P ER EY SH AH N,8
988,AH S P AY R,5
1360,AE S P R IH N,6
112,AE S,2
1080,AH S EY L,4
2368,AH S EY L AH N T,7
1912,AH S AE S AH N,6
2816,AH S AE S AH N EY T,8
3768,AH S AE S AH N EY SH AH N,10
1704,AH S AO L T,5
568,AE S IY,3
2194,AH S EH M B L AH JH,8
2194,AH S EH M B L IH JH,8
1768,AH S EH M B AH L,7
1528,AH S EH N T,5
1152,AH S ER T,4
2104,AH S ER SH AH N,6
2032,AH S ER T IH V,6
1152,AH S EH S,4
1664,AH S EH S ER,5
1080,AE S EH T,4
826,AH S AY N,4
2456,AH S IH M AH L EY T,8
3408,AH S IH M AH L EY SH AH N,10
1664,AH S IH S T,5
3064,AH S IH S T AH N S,8
3064,AH S IH S T AH N T,8
2880,AH S OW S IY AH T,7
2880,AH S OW S IY EY T,7
2880,AH S OW SH IY AH T,7
2880,AH S OW SH IY EY T,7
3832,AH S OW S IY EY SH AH N,9
3832,AH S OW SH IY EY SH AH N,9
1552,AH S AO R T,5
2464,AH S AO R T IH D,7
2848,AH S AO R T M AH N T,9
1472,AH S W EY JH,5
1045,AH S UW M,4
2264,AH S AH M P SH AH N,8
2344,AH SH UH R AH N S,7
1126,AH SH UH R,4
1552,AH SH UH R D,5
1080,AE S T ER,4
2472,AE S T ER IH S K,7
1968,AE S T ER OY D,6
696,AE Z M AH,4
1776,AE Z M AE T IH K,7
4168,AH S T IH G M AH T IH Z AH M,12
2496,AH S T AA N IH SH,7
1688,AH S T AW N D,6
2336,AE S T R AH K AA N,8
1664,AE S T R AH L,6
1392,AH S T R EY,5
1584,AH S T R AY D,6
3528,AH S T R IH N JH AH N T,10
2637,AE S T R AH D OW M,8
3152,AH S T R AA L AH JH ER,9
4176,AE S T R AH L AA JH IH K AH L,12
3152,AH S T R AA L AH JH IY,9
2568,AE S T R AH N AA T,8
2768,AH S T R AA N AH M ER,9
3672,AE S T R AH N AA M IH K AH L,12
2768,AH S T R AA N AH M IY,9
5084,AE S T R OW F IH S IH S IH S T,13
1800,AH S T UW T,5
1984,AH S AH N D ER,6
1440,AH S AY L AH M,6
3368,EY S AH M EH T R IH K AH L,11
2352,EY S IH M AH T R IY,8
3112,AE T AH V IH S T IH K,9
1576,AH TH AY S AH M,6
2472,EY TH IY IH Z AH M,7
2176,EY TH IY AH S T,6
3056,EY TH IY IH S T IH K,8
1408,AE TH L IY T,5
2288,AE TH L EH T IH K,7
1874,AH TH W AO R T,6
2519,AH T L AE N T IH K,8
1408,AE T L AH S,5
2080,AE T M AH S F IH R,8
2752,AE T M AH S F EH R IH K,10
1008,AE T AA L,4
1127,AE T AO L,4
1207,AH T OW L,4
864,AE T AH M,4
1504,AH T AA M IH K,6
2096,EY T OW N AH L,6
1207,AH T OW N,4
1008,AH T AA P,4
2464,AH T R OW SH AH S,7
2816,AH T R AA S AH T IY,8
1496,AE T R AH F IY,6
1016,AH T AE CH,4
1592,AE T AH SH EY,5
890,AH T AE K,4
1080,AH T EY N,4
1984,AH T EY N D ER,6
568,AE T ER,3
1424,AH T EH M P T,6
1528,AH T EH N D,5
2872,AH T EH N D AH N S,8
2872,AH T EH N D AH N T,8
2424,AH T EH N SH AH N,7
2352,AH T EH N T IH V,7
2810,AH T EH N Y UW EY T,8
1664,AH T EH S T,5
2688,AH T EH S T IH D,7
936,AE T IH K,4
880,AH T AY ER,4
2240,AE T AH T UW D,6
1528,AH T ER N IY,5
1420,AH T R AE K T,6
2260,AH T R AE K SH AH N,8
2188,AH T R AE K T IH V,8
3752,AH T R IH B Y AH T AH B AH L,12
2180,AE T R AH B Y UW T,8
2236,AH T R IH B Y UW T,8
3188,AE T R IH B Y UW SH AH N,10
2232,AH T R IH SH AH N,7
2408,EY T IH P IH K AH L,8
824,AA B ER N,4
1320,AA K SH AH N,5
1374,AO K SH AH N,5
2096,AA K SH AH N IH R,7
2176,AA D EY SH AH S,6
2496,AA D AE S AH T IY,7
1736,AA D AH B AH L,6
2040,AA D IY AH N S,6
2112,AO D IY AH N S,6
1224,AO D IH T,4
2104,AA D IH SH AH N,6
1736,AO D IH T ER,5
3344,AO D AH T AO R IY AH M,9
2648,AO D IH T AO R IY,7
534,AO G ER,3
1348,AO G M EH N T,6
3232,AA G M EH N T EY SH AH N,10
534,AO G ER,3
1446,AO G AH S T,5
2416,AA G AH S T AH S,7
2416,AH G AH S T AH S,7
497,AE N T,3
623,AO N T,3
953,AE N T IY,4
1079,AO N T IY,4
534,AO R AH,3
878,AO R AH L,4
1431,AA R IY OW L,5
984,ER AO R AH,4
2304,AA S P IH SH AH S,7
712,AO S IY,3
1592,AO S T IH R,5
2888,AO S T EH R IH T IY,8
3224,AO S T R AH L EY ZH AH,9
2472,AO S T R EY L Y AH,8
2816,AO S T R EY L Y AH N,9
1864,AO S T R IY AH,6
2304,AO S T R IY AH N,7
2352,AH TH EH N T IH K,7
2424,AO TH EH N T IH K,7
3208,AO TH EH N T AH K EY T,9
4160,AO TH EH N T AH K EY SH AH N,11
4104,AO TH AH N T IH S IH T IY,10
712,AO TH ER,3
4056,AH TH AO R AH T EH R IY AH N,11
3856,AH TH AO R AH T EY T IH V,10
2464,AH TH AO R AH T IY,7
3712,AO TH ER AH Z EY SH AH N,9
1464,AO TH ER AY Z,5
2032,AO T IH Z AH M,6
2616,AO T IH S T IH K,7
792,AO T OW,3
1976,AO T OW B AA N,6
4088,AO T AH B AY AH G R AE F IH K AH L,14
3192,AO T AH B AY AA G R AH F IY,11
2568,AO T AA K R AH S IY,8
1964,AO T AH K R AE T,7
2788,AO T AH K R AE T IH K,9
1866,AO T AH G R AE F,7
1672,AO T AH M EY T,6
2408,AO T AH M AE T IH K,8
2555,AO T OW M AE T IH K,8
2624,AO T AH M EY SH AH N,8
2624,AO T AA M AH T AA N,8
2528,AO T AA N AH M AH S,8
2184,AO T AA N AH M IY,7
2112,AH T AA N AH M IY,7
1864,AO T AA P S IY,6
1008,AO T AH M,4
1976,AO T AH M N AH L,7
2384,AA G Z IH L Y ER IY,8
2976,AA G Z IH L IY EH R IY,9
824,AH V EY L,4
3744,AH V EY L AH B IH L AH T IY,11
3744,AH V EY L AH B IH L IH T IY,11
2328,AH V EY L AH B AH L,8
1897,AE V AH L AE N CH,7
1338,AE V ER AH S,5
1706,AE V AH T AA R,6
1272,AH V EH N JH,5
1728,AH V EH N JH ER,6
1281,AE V AH N UW,5
480,EY V ER,3
1338,AE V ER IH JH,5
1030,AE V R AH JH,5
1030,AE V R IH JH,5
880,AH V ER S,4
1832,AH V ER ZH AH N,6
1760,AH V ER S AH V,6
880,AH V ER T,4
1632,EY V IY EH R IY,6
2344,EY V IY EY SH AH N,7
1904,EY V IY EY T ER,6
826,AE V AH D,4
826,AE V IH D,4
2082,AE V AH K AA D OW,7
2450,AE V AH K EY SH AH N,8
1850,AE V AH S EH T,6
776,AH V OY D,4
2120,AH V OY D AH N S,7
372,AH V AW,3
672,AH V AW D,4
2220,AH V AH NG K Y AH L ER,9
1016,AH W EY T,4
888,AH W EY K,4
1616,AH W EY K AH N,6
1418,AH W AO R D,5
888,AH W EH R,4
1016,AH W AA SH,4
560,AH W EY,3
9,AO,1
824,AA F AH L,4
878,AO F AH L,4
728,AH W AY L,4
1232,AA K W ER D,5
1280,AO K W ER D,5
824,AA N IH NG,4
96,ER AY,2
426,AE K S,3
1634,AE K S IY AH M,6
3034,AE K S IY AH M AE T IH K,10
1338,AE K S AH S,5
1266,AE K S AH L,5
6,AY,1
1744,AH Z EY L Y AH,6
568,AE ZH ER,3
96,B IY,2
1022,B AE B AH L,5
384,B EY B,3
1022,B AE B AH L,5
1209,B AH B UW N,5
822,B AA B UW,4
768,B EY B IY,4
3240,B AE K AH L AO R IY AH T,10
1168,B AA K ER AA,5
1778,B AE CH AH L ER,6
1274,B AE CH L ER,5
2352,B AH S IH L AH S,7
336,B AE K,3
678,B AE K ER,4
1112,B EY K AH N,5
2670,B AE K T IH R IY AH L,9
2526,B AE K T IH R IY AH M,9
434,B AE D,3
434,B AE JH,3
890,B AE JH ER,4
2658,B AE D M IH N T AH N,9
1022,B AE F AH L,5
336,B AE G,3
1078,B AE G AH JH,5
1078,B AE G IH JH,5
96,B AA,2
2104,B AH HH EY M IY AH N,8
1112,B AA R EY N,5
932,B AY R EY N,5
440,B EY L,3
888,B EY L IY,4
1216,B EY L AH F,5
1216,B EY L IH F,5
888,B EY L ER,4
496,B EY T,3
496,B EY Z,3
384,B EY K,3
1168,B EY K ER IY,5
1624,B AE L AH N S,6
1806,B AE L K AH N IY,7
992,B AO L D,4
440,B EY L,3
432,B AO K,3
762,B AA L K,4
495,B AO L,3
1240,B AE L AH D,5
1344,B AH L AA D,5
1752,B AE L AH S T,6
2128,B AE L ER IY N AH,7
784,B AE L EY,4
2736,B AH L IH S T IH K,8
1392,B AH L UW N,5
2857,B AH L UW N IH S T,8
1240,B AE L AH T,5
784,B AE L IY,4
888,B EY L IY,4
328,B AA M,3
699,B AA L M,4
1448,B AO L S AH,5
1744,B AO L S AH M,6
1605,B AE M B IY N OW,7
786,B AE M B UW,5
385,B AE N,3
1280,B AH N AA L,5
2535,B AH N AE L IH T IY,8
1567,B AH N AE N AH,6
784,B AE N D,4
1752,B AE N D IH JH,6
1752,B AE N D AH T,6
2504,B AE N D AH T R IY,8
1240,B AE N D IY,5
440,B EY N,3
287,B AE NG,3
2825,B AE NG L AH D EH SH IY,9
1094,B AE NG G AH L,6
1240,B AE N IH SH,5
2264,B AE N IH S T ER,7
492,B AE NG K,4
1650,B AE NG K R AH P T,8
2050,B AE NG K R AH P S IY,9
784,B AE N ER,4
1520,B AE NG K W AH T,7
1240,B AE N SH IY,5
1240,B AE N SH IY,5
1536,B AE N T AH M,6
1240,B AE N T ER,5
1304,B AE N T UW,5
2398,B AE P T IH Z AH M,8
2502,B AE P T IH Z M AH L,9
2102,B AE P T AH S T,7
2102,B AE P T IH S T,7
1350,B AE P T AY Z,6
384,B AA R,3
660,B AA R B,4
2520,B AA R B EY D OW S,8
2472,B AA R B EH R IY AH N,9
1800,B AA R B AE R IH K,8
1920,B AA R B EH R IH K,8
2680,B AA R B ER IH Z AH M,9
2424,B AA R B AE R AH T IY,9
2544,B AA R B EH R AH T IY,9
1872,B AA R B ER AH S,7
1866,B AA R B IH K Y UW,8
960,B AA R B ER,5
2896,B AA R B IH CH ER AH T,9
768,B AA R D,4
384,B EH R,3
1304,B AA R G AH N,6
1304,B AA R G IH N,6
768,B AA R JH,4
2247,B EH R AH T OW N,7
660,B AA R K,4
960,B AA R K ER,5
1064,B AA R L IY,5
714,B AA R N,4
2120,B AA R N AH K AH L,8
1968,B ER AA M IH T ER,7
1022,B AE R AH N,5
1112,B EH R AH N,5
2016,B EH R AH N IH S,7
2016,B EH R AH N AH T,7
2016,B EH R AH N EH T,7
966,B ER OW K,4
2512,B EH R AH K UW D AH,8
768,B AA R D,4
1022,B AE R AH L,5
1112,B EH R AH L,5
1022,B AE R AH N,5
1112,B EH R AH N,5
1750,B AE R AH K EY D,7
1840,B EH R AH K EY D,7
1078,B AE R IY ER,5
1168,B EH R IY ER,5
2102,B AE R IH S T ER,7
2192,B EH R IH S T ER,7
726,B AE R OW,4
822,B EH R OW,4
1168,B AA R T ER,5
2072,B AH S AO L T,6
496,B EY S,3
1856,B EY S M AH N T,7
434,B AE SH,3
1376,B EY S IH K,5
1330,B AE Z AH L,5
2608,B AH S IH L IH K AH,8
2608,B AH Z IH L AH K AH,8
1448,B EY S AH N,5
1520,B EY S AH S,5
1520,B EY S IH S,5
762,B AE S K,4
1546,B AE S K AH T,6
2298,B AE S K AH T R IY,8
434,B AE S,3
496,B EY S,3
1402,B AE S IH T,5
1575,B AH S UW N,5
890,B AE S T,4
1914,B AE S T ER D,6
1008,B EY S T,4
1842,B AE S CH AH N,6
434,B AE T,3
434,B AE CH,3
496,B EY T,3
1520,B EY T IH D,5
434,B AE TH,3
496,B EY DH,3
1376,B AH T IY K,5
1448,B AH T AA N,5
1330,B AE T AA N,5
1330,B AE T AH N,5
2294,B AH T AE L Y AH N,8
1330,B AE T AH N,5
890,B AE T ER,4
1402,B AE T ER IY,5
1330,B AE T AH L,5
890,B AE T IY,4
1202,B AO B AH L,5
1530,B AO K S AY T,6
1126,B AO D IY,4
495,B AO L,3
96,B EY,2
1840,B EY AH N EH T,6
1376,B AH Z AA R,5
1920,B AH Z UW K AH,6
1680,B IY B IY S IY,6
496,B IY CH,3
1112,B IY K AH N,5
496,B IY D,3
1448,B IY D AH L,5
1112,B IY G AH L,5
384,B IY K,3
768,B IY K ER,4
440,B IY N,3
384,B EH R,3
768,B IH R D,4
1008,B IY S T,4
496,B IY T,3
1448,B IY T AH N,5
1008,B IY T ER,4
1988,B IY AE T AH F AY,7
108,B OW,2
2198,B OW JH OW L EY,6
2896,B Y UW T IH SH AH N,8
2076,B Y UW T IH F AY,7
1432,B Y UW T IY,5
768,B IY V ER,4
1056,B IY B AA P,5
1272,B IH K AO Z,5
1168,B IH K AH Z,5
1168,B IH K AA Z,5
384,B EH K,3
1112,B EH K AH N,5
1000,B IH K AH M,5
496,B EH D,3
2104,B IH D EH V AH L,7
1648,B EH D L AH M,6
2144,B EH D OW AH N,6
2144,B EH D UW IH N,6
96,B IY,2
496,B IY CH,3
384,B IY F,3
768,B IY F IY,4
384,B IY P,3
384,B IH R,3
768,B IH R IY,4
496,B IY T,3
1448,B IY T AH L,5
1209,B IH F AO L,5
1168,B IH F IH T,5
1146,B IH F AO R,5
1146,B IY F AO R,5
1752,B IH F R EH N D,7
2120,B IH F AH D AH L,7
384,B EH G,3
1168,B IH G EH T,5
768,B EH G ER,4
1112,B IH G IH N,5
1908,B IH G OW N Y AH,7
1360,B IH G R AH JH,6
918,B IH G AY L,5
966,B IH HH AE F,5
1056,B IH HH EY V,5
1168,B IH HH EH D,5
1168,B IY HH EH D,5
1664,B AH HH IY M AH TH,7
1664,B IY HH AH M AH TH,7
1680,B IH HH EH S T,6
1268,B IH HH AY N D,6
1706,B IH HH OW L D,6
2602,B IH HH OW L D AH N,8
2162,B IY HH OW L D ER,7
496,B EY ZH,3
2368,B IH L EY T IH D,7
888,B EH L CH,4
1600,B IH L IY G ER,6
1308,B EH L F R IY,6
1784,B EH L JH AH N,6
1640,B EH L JH AH M,6
762,B IH L AY,4
1216,B IH L IY F,5
1216,B IH L IY V,5
2296,B IH L IH T AH L,7
440,B EH L,3
440,B EH L,3
2104,B EH L AH K OW S,7
3256,B AH L IH JH ER AH N S,9
3256,B AH L IH JH ER AH N T,9
951,B EH L OW,4
1248,B IH L AO NG,5
2000,B IH L AH V AH D,7
951,B IH L OW,4
951,B IY L OW,4
888,B EH L T,4
1856,B EH L T AH D,6
1856,B EH L T IH D,6
1026,B IH M OW N,5
1302,B IH M Y UW Z,6
440,B EH N,3
888,B EH N CH,4
888,B EH N D,4
1856,B EH N D IH D,6
1344,B IH N IY TH,5
2224,B EH N AH D IH K,7
3448,B EH N AH D IH K T IY N,10
3448,B EH N AH D IH K SH AH N,10
2540,B EH N AH F AE K T ER,9
3400,B AH N EH F AH S AH N S,10
3400,B EH N AH F IH SH AH N T,10
2952,B EH N AH F IH SH AH L,9
3776,B EH N AH F IH SH IY EH R IY,11
2000,B EH N AH F IH T,7
3232,B AH N EH V AH L AH N S,10
3232,B AH N EH V AH L AH N T,10
1160,B EH NG G AH L,6
1608,B EH NG G AA L IY,7
2016,B IH N AY T IH D,7
1056,B IH N AY N,5
1280,B IY N IH N,5
888,B EH N T,4
1784,B EH N Z IY N,6
1784,B EH N Z IY N,6
1784,B EH N Z IY N,6
1520,B IH K W IY TH,6
2032,B IH K W EH S T,7
1168,B IH R EY T,5
1248,B ER EH F T,5
1168,B EH R AH T,5
1168,B EH R EY T,5
384,B ER G,3
384,B ER K,3
1870,B ER M Y UW D AH,7
768,B EH R IY,4
1376,B ER S ER K,5
496,B ER TH,3
1112,B EH R AH L,5
1520,B IY S IY CH,5
1520,B IH S EH T,5
1248,B IH S AY D,5
1248,B IY S AY D,5
1520,B IH S IY JH,5
1536,B IH S P IY K,6
1008,B EH S T,4
1960,B EH S CH AH L,6
3200,B EH S CH AE L IH T IY,9
1592,B IH S T OW,5
496,B EH T,3
1008,B EY T AH,4
1376,B IY T EY K,5
1448,B EH T AH L,5
1448,B EH TH AH L,5
1448,B EH TH EH L,5
1248,B IH T AY D,5
1248,B IH T R EY,5
2088,B IH T R EY AH L,7
1008,B EH T ER,4
1776,B IH T W IY N,6
1776,B IY T W IY N,6
2496,B IY T W IH K S T,8
1112,B EH V AH L,5
1680,B EH V ER IH JH,6
1360,B EH V R IH JH,6
768,B EH V IY,4
96,B EY,2
1431,B UW T AE N,5
1448,B AH T AA N,5
772,B AY AH S,4
384,B IH B,3
932,B AY B AH L,5
2120,B IH B L AH K AH L,8
2120,B IH B L IH K AH L,8
3136,B IH B L IY AA G R AH F IY,11
2700,B AY K AA R B AH N AH T,10
3716,B AY S EH N T IH N EH R IY,11
3900,B AY S EH N T EH N IY AH L,11
1524,B AY S EH P S,6
768,B IH K ER,4
1868,B AY S IH K AH L,7
2788,B AY S IH K L IH S T,9
496,B IH D,3
372,B AY D,3
2060,B AY EH N IY AH L,7
384,B IY R,3
384,B IH F,3
1724,B AY F OW K AH L,7
1840,B IH F ER K EY T,7
1660,B AY F ER K EY T,7
2864,B IH F ER K EY T IH D,9
2684,B AY F ER K EY T IH D,9
384,B IH G,3
372,B AY T,3
1168,B IH G AH T,5
2192,B IH G AH T IH D,7
1920,B IH G AH T R IY,7
288,B AY K,3
1560,B IH K IY N IY,6
2438,B AY L AE T ER AH L,8
330,B AY L,3
2138,B AY L IH NG G W AH L,9
1856,B IH L IY AH S,6
762,B IH L K,4
440,B IH L,3
1344,B IH L AH T,5
1344,B IH L IH T,5
1504,B IH L Y ER D,6
1448,B IH L Y AH N,6
1896,B IH L Y AH N TH,7
951,B IH L OW,4
888,B IH L IY,4
440,B IH N,3
1136,B AY N ER IY,5
680,B AY N D,4
1136,B AY N D ER,5
888,B IH N JH,4
852,B IH NG G OW,5
2584,B AH N AA K Y AH L ER,9
2165,B AY N OW M IY AH L,8
3324,B AY OW K EH M AH S T R IY,11
1908,B AY AA G R AH F ER,8
2804,B AY AH G R AE F IH K AH L,11
1908,B AY AA G R AH F IY,8
3228,B AY AH L AA JH IH K AH L,10
3156,B AY AA L AH JH AH S T,9
2132,B AY AA L AH JH IY,7
1944,B AY OW S F IH R,7
4288,B AY OW T EH K N AA L AH JH IY,12
3124,B AY P AA R T IH Z AH N,10
3124,B AY P AA R T IH S AH N,10
1288,B AY P L EY N,6
496,B ER CH,3
496,B ER D,3
1008,B ER D IY,4
822,B IH R OW,4
496,B ER TH,3
1648,B IH S K AH T,6
3044,B AY S EH K SH UW AH L,9
1376,B IH SH AH P,5
1456,B IH Z M AH TH,6
1212,B AY S AH N,5
864,B IH S K,4
1814,B IH S T R OW,6
496,B IH T,3
496,B IH CH,3
372,B AY T,3
1008,B IH T ER,4
1008,B IH T IY,4
2064,B IH T UW M AH N,7
1812,B AY T UW M AH N,7
496,B IH Z,3
1376,B AH Z AA R,5
1376,B IH Z AA R,5
672,B L AE K,4
1358,B L AE K AH N,6
1240,B L AE D ER,5
890,B L EY D,4
434,B L AA,3
698,B L EY M,4
1127,B L AE N CH,5
1127,B L AE N D,5
821,B L AE NG K,5
1479,B L AE NG K AH T,7
1479,B L AE NG K IH T,7
762,B L EH R,4
890,B L EY Z,4
2392,B L AE S F AH M AH S,9
2048,B L AE S F AH M IY,8
1240,B L AE S T,5
2264,B L AE S T AH D,7
2264,B L AE S T IH D,7
2290,B L EY T AH N T,7
1240,B L AE DH ER,5
890,B L EY Z,4
1402,B L EY Z ER,5
890,B L IY CH,4
1402,B L IY CH ER,5
762,B L IY K,4
1146,B L IH R IY,5
890,B L IY D,4
762,B L IY P,4
1362,B L EH M IH SH,6
1274,B L EH N D,5
890,B L EH S,4
678,B L AY T,4
928,B L IH M P,5
980,B L AY N D,5
928,B L IH NG K,5
762,B L IH P,4
890,B L IH S,4
1914,B L IH S T ER,6
678,B L AY DH,4
1914,B L IH Z ER D,6
996,B L OW T,4
2076,B L OW T IH D,6
762,B L AA B,4
762,B L AA K,4
762,B L AA K,4
1546,B L AA K EY D,6
1546,B L AA K IH JH,6
852,B L OW K,4
1274,B L AA N D,5
1274,B L AA N D,5
890,B L AH D,4
780,B L UW M,4
1135,B L UW M ER,5
1698,B L AA S AH M,6
890,B L AA T,4
1402,B L AA T ER,5
678,B L AW S,4
483,B L OW,3
996,B L OW ER,4
996,B L OW IY,4
1146,B L AH B ER,5
1842,B L AH JH AH N,6
483,B L UW,3
762,B L AH F,4
1730,B L AH N D ER,6
1274,B L AH N T,5
434,B L ER,3
762,B L ER B,4
890,B L AH SH,4
1914,B L AH S T ER,6
2426,B L AH S T ER IY,7
108,B OW,2
558,B OW AH,3
432,B AO R,3
858,B AO R D,4
1126,B OW S T,4
558,B OW T,3
384,B AA B,3
1112,B AA B AH N,5
768,B AA B IY,4
496,B AA CH,3
384,B AA K,3
558,B OW D,3
1520,B AA D IH S,5
1896,B AA D AH L IY,6
1592,B AA D K IH N,6
1008,B AA D IY,4
432,B AO R,3
432,B AO G,3
858,B OW G IY,4
1112,B AA G AH L,5
1258,B OW G AH S,5
1754,B OW HH IY M IY AH,7
2194,B OW HH IY M IY AH N,8
385,B OY L,3
784,B OY L ER,4
2426,B OY S T ER AH S,7
2042,B OY S T R AH S,7
992,B OW L D,4
1832,B OW L D L IY,6
495,B OW L,3
1758,B OW L EH R OW,6
2000,B AH L IH V IY AH,7
2104,B OW L IH V IY AH,7
2544,B OW L IH V IY AH N,8
2440,B AH L IH V IY AH N,8
495,B OW L,3
1344,B AA L ER D,5
2488,B OW L SH AH V IH K,8
3408,B OW L SH AH V IH Z AH M,10
1960,B OW L S T ER,6
992,B OW L T,4
328,B AA M,3
369,B AO M,3
1488,B AA M B AA R D,7
2096,B AA M B ER D IH R,8
